Sentence,CueWords,Similarity,Important
"It is from Moore J's interlocutory judgment of 17 November 2005 that the Sharman applicants presently seek leave to appeal, pursuant to O 52 r 10(2) of the Federal Court Rules .",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0645161290323,False
4 The principal orders made by Moore J on 17 November 2005 were as follows:   '1.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.1,False
"The applicants have leave to cross examine [Ms Hemming] on the affidavits filed and served by her in response to Order 5 of the orders of Wilcox J made on 22 March 2005, on such matters as the Court may later direct.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0714285714286,False
      2.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"[Ms Hemming] file and serve, within such time and [sic] the Court may specify, an affidavit that discloses with particularity the description and value of all the assets of [Sharman Networks] (and its subsidiaries within the meaning of section 9 of the Corporations Act 2001 (Cth) that are wholly owned) wherever situated and specifying whether those assets are held by [Sharman Networks] (or such wholly owned subsidiaries) beneficially or in trust for any other person or entity and further specifying:    a. in the case of any bank accounts which [Sharman Networks] (or such wholly owned subsidiaries) controls, the name of the bank in which the account is held, the name of the branch, the name of the account, the name of a person in whose name the account is held, the account number, and the balance of the account as at the date of service of the orders;  b. the name and address of any person or entity who holds any assets on trust or as nominee for [Sharman Networks] (or such wholly owned subsidiary);  c. details of any trust or arrangement pursuant to which such assets are held;  d. details of any charge, mortgage or other security grouped in relation to any asset; and  e. details of any contracts entered into for the sale, mortgage, charge or other disposition of the assets or any part thereof or interest therein.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0124223602484,False
  3.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"Order 1 made by Wilcox J on 22 March 2005 is varied by inserting before the words ""other than"" the following words:  (and, as to [Sharman Networks], be restrained from causing or permitting any wholly owned subsidiary to dispose of, to remove from Australia or to deal with in any way any of that subsidiary's money, property or other assets in or outside Australia)"".",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0384615384615,False
"'    5 The immediate background to much of the debate presently raised by the Sharman applicants, and as a consequence the principal focus of their attack upon the orders of Moore J below, concerned the existence of alleged shortcomings in the asset disclosures, and in particular the implications of a payment of $1,116,405.63 made by Ms Hemming to a Vanuatu company, Trustees International Limited ('TIL'), following upon the sale of the Sydney residence of Ms Hemming and Dr Kilmer-Barber for $2,100,000 on 4 February 2005, being a payment made purportedly by way of repayment of a loan.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0632911392405,False
"The Music companies' case presented to Moore J below was that there was in fact no such antecedent loan, that the transfer of such funds by Ms Henning to TIL in Vanuatu constituted a sham loan repayment, and that such funds have therefore continued to be her own moneys on the footing presumably of a constructive trust, and should have been identified as such in her affidavit of disclosure of her assets made pursuant to the Mareva orders.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0740740740741,False
"Although Moore J declined to make a finding in relation to the issue as to ownership of that fund, his Honour formed the view that he would permit cross-examination of Ms Hemming on matters concerning the fund, by reason of doubts attending the same.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.025,False
"His Honour reasoned in that regard at [37] of his reasons for judgment as follows:  'In all, real doubts arise about, and uncertainty surrounds, the reason why this transaction took place when it did and whether the monies transferred to TIL were, in truth, in satisfaction of a loan or continues to constitute an asset of, and requires disclosure by [Ms Hemming].",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0208333333333,False
Greater clarity about this matter may arise from the cross-examination of [Ms Hemming].,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0416666666667,False
"'  Legal principles informing the grant of leave to appeal  6 Section 24(1A) of the Federal Court of Australia Act 1976 (Cth) stipulates that an appeal shall not be brought from a judgment of the Court constituted by a single judge, being a judgment that is interlocutory in nature, unless the Court or a Judge gives leave to appeal.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0444444444444,False
"Although s 24(1A) does not purport to qualify or limit the Court's discretion (see Décor Corporation Pty Ltd v Dart Industries Inc (1991) 33 FCR 397 at 399 in the joint reasons for judgment of Sheppard, Burchett and Heerey JJ), the Courts have developed general principles which inform the exercise of the discretion to refuse or grant leave to appeal from an interlocutory judgment.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0363636363636,False
"The rationale for those principles is the public interest in the efficient administration of justice, and the maintenance of 'the integrity and vigour of the procedures of the court, including as they do, the immediate involvement of the judge at all stages in the progress of cases to trial' ( Bomanite Pty Ltd v Slatex Corp Australia Pty Ltd (1991) 104 ALR 165 at 173, per Gummow J).",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0196078431373,False
"One consequence sought to be avoided is the expansion of expensive and delaying pre-trial litigation involved in appeals on issues of practice and procedure, and the concomitant reduction in the authority of the trial judge, should such appeals be frequently entertained ( Bomanite at 176, per French J).",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0571428571429,False
"7 At least for those reasons, this Court has held on a number of occasions that typically a party seeking leave to appeal from an interlocutory judgment ought to establish, first, that in all the circumstances, the decision from which leave is sought to appeal is attended with sufficient doubt to warrant the same being reconsidered by the Full Court, and secondly, that substantial injustice would result if such leave was to be refused, supposing the decision to have been wrong: see Décor at 398.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.037037037037,False
That those two questions were the touchstone of exercise of discretion in matters of this kind was common ground between the parties.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"I observe that it is well accepted that those criteria are not to be applied rigidly or fixedly, and the Court must bear in mind all of the circumstances of the particular case: see in that regard Adam P Brown Male Fashions Proprietary Limited v Phillip Morris Incorporated [1981] HCA 39 ; (1981) 148 CLR 170 at 177, where Gibbs CJ, Aickin, Wilson and Brennan JJ said:  'For ourselves, we believe it to be unnecessary and indeed unwise to lay down rigid and exhaustive criteria.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
The circumstances of different cases are infinitely various.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"We would merely repeat, with approval, the oft-cited statement of Sir Frederick Jordan in re the Will of F B Gilbert (dec) (1946) 46 SR (NSW) 318 at 323:    ""...I am of the opinion that...there is a material difference between an exercise of discretion on a point of practice or procedure and an exercise of discretion which determines substantive rights.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.04,False
"In the former class of case, if a tight rein were not kept upon interference with the orders of Judges of first instance, the result would be disastrous to the proper administration of justice.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0714285714286,False
"The disposal of cases could be delayed interminably, and costs heaped up indefinitely, if a litigant with a long purse or a litigious disposition could, at will, in effect transfer all exercises of discretion in interlocutory applications from a Judge in chambers to a Court of Appeal.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0606060606061,False
"""    ...It is safe to say that the question of injustice flowing from the order appealed from will generally be a relevant and necessary consideration.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0526315789474,False
"'   8 It was the Music companies' contention that the orders of Moore J, from which leave to appeal is now sought, determined matters of practice and procedure within the foregoing statements of principle, involving as they did the obligation of Ms Hemming to submit to cross-examination on affidavits made by her in early April of this year, and to file a separate affidavit disclosing the assets of Sharman Networks.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0701754385965,False
"Those obligations were said to be no different in principle to any other interlocutory procedural order of the court, whether made pre-trial or during a trial, requiring parties to swear affidavits, to answer questions in cross-examination and to provide documentation.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.128205128205,False
"On the question of what constitutes 'substantial injustice' for the purposes of determining an application for leave to appeal, counsel for the Music companies placed particular reliance upon the decision of the Full Federal Court delivered earlier in the primary proceedings, which denied leave to appeal from a decision by Wilcox J refusing to set aside Anton Piller orders that his Honour had earlier made: Brilliant Digital Entertainment Pty Ltd v Universal Music Australia Pty Ltd (2004) 63 IPR 373.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0533333333333,False
I will refer further to that authority shortly.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0,False
"9 The Sharman applicants sought to emphasise the existence of practical burdens imposed by the orders made by Moore J on 17 November 2005, although in reality it was principally with respect to the order for cross-examination of Ms Hemming to which that assertion was directed.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0714285714286,False
They maintained that the requirement to appear for cross-examination was not analogous to the 'routine steps' of swearing an affidavit during the normal course of a trial and entering the witness box to answer questions related to its contents.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0571428571429,False
"Rather, the requirement to be cross-examined on an asset disclosure affidavit was said to be 'at the extreme end of the Court's armoury', by virtue of the fact that the making of an order for cross-examination on an affidavit of this kind is predicated upon the Court having implicitly found the deponent of that affidavit to be in contempt of court.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0869565217391,False
"I was referred by the Sharman applicants to an earlier Full Federal Court decision in Minister for Immigration & Multicultural & Indigenous Affairs v Wong [2002] FCAFC 327 in support of their submission that since the present circumstances give rise to an important question of principle, leave to appeal should be readily granted.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.047619047619,False
"The parties' respective submissions concerning material matters bearing upon the justification or otherwise for the grant of orders ancillary to the Mareva relief and my incidental observations  10 The affidavit filed in support of the application for leave to appeal by Mr Rohan Higgins, the solicitor for the Sharman applicants, contained the following broad submission under the heading '[i]njustice if leave is refused':  'If leave to appeal is not granted then the orders of Moore J will operate and will have to be complied with.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0491803278689,False
Any subsequent challenge to those orders would then be futile and academic.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0833333333333,False
The orders are interlocutory in form but final in the result in relation to the issues raised.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0714285714286,False
'   So much is correct as a general statement as to the consequences of his Honour's orders.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0666666666667,False
"However, the nature and context of the application for leave here involved in practical terms an appeal, or virtually so, as will hereafter emerge.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.157894736842,False
   11 The Music companies contended that the Sharman applicants' submissions proceeded in reality 'on the erroneous basis that every interlocutory decision that requires a party to do an act will be automatically susceptible to leave to appeal and to being stayed'.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0666666666667,False
"The Music companies' position was that the orders requiring Ms Hemming to file an affidavit disclosing the assets of Sharman Networks, and to attend for cross-examination on the affidavit she had earlier sworn as to disclosure of her assets, were merely procedural in nature and therefore, incapable as such of determining any final rights of the parties.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.104166666667,False
"So much accorded with Moore J's understanding of the nature of those orders, as indicated in [30] of his Honour's reasons for judgment.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
"12 The primary submission made by the Music companies as to why leave to appeal ought not to be granted related to the failure of the Sharman applicants to adduce evidence demonstrative of the claim that they would suffer 'substantial injustice', should leave be refused.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0666666666667,False
"The Music companies rejected any notion to the effect that the mere fact of Ms Hemming being compelled to swear an affidavit as to disclosure of Sharman Networks' assets, and to attend for cross-examination upon her own disclosure affidavits, without more, amounted to 'substantial injustice', in the sense that such expression has been used in numerous authorities concerned with the grant of leave to appeal.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0545454545455,False
"Reference was made to Gerlach v Clifton Bricks Pty Ltd [2002] HCA 22 ; (2002) 209 CLR 478, in which Gaudron, McHugh and Hayne JJ, in a different context, considered that the bare proposition that an order mandating 'trial by judge alone, as opposed to trial by judge and jury, can amount, without more, to a substantial wrong to a party or to a miscarriage of justice, [was] a startling proposition'.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0454545454545,False
"The reality of the dilemma in which the Court is placed by the present application is the need for consideration in some depth of the matters to which attention has been drawn by the Sharman applicants, before determining whether leave to appeal ought formally to be granted to appeal in the first place.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.1,False
"The Sharman applicants relied upon a further passage from the majority's reasons for judgment in Gerlach at [13], as follows:  'The principles governing the grant of leave to appeal against interlocutory orders are well established...If it is plain that wrong principle was applied by the judge considering the application, it may well be that leave should be granted...'   13 The Music companies, for their part, placed particular reliance upon the joint reasons for judgment of Black CJ and Stone J in Brilliant Digital for the approach that they contended ought to be adopted in my consideration of the present application for leave to appeal.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0394736842105,False
"In refusing leave to appeal from Wilcox J's decision to decline to set aside earlier Anton Piller orders that had been made in the course of the subject litigation, their Honours were said not to have considered at all the merits of the contemplated appeal there in issue.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0645161290323,False
"The following passages appearing at [7]-[8] and [13]-[14] of their Honour's reasons for judgment in Brilliant Digital were asserted by the Music companies to be apposite to the present application:  '[7] In our view these matters [the matters contended by the applicants to amount to substantial injustice] would not, either individually or cumulatively, occasion injustice to the applicants of such a character and to such a degree as to justify the grant of leave.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.03125,False
While it is neither necessary nor appropriate to attempt to define the concept of substantial injustice some observations may be ventured.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0434782608696,False
The flexibility of the principles governing the grant of leave to appeal indicates that the concept of substantial injustice must also be flexible.,disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.111111111111,False
"The requirement of leave to appeal indicates, however, that substantial injustice requires something more than that the subject decision is incorrect, otherwise the criterion would be superfluous.",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0833333333333,False
"The qualification of ""injustice"" by ""substantial"" points to a detriment that, while not necessarily irreparable, is more than mere inconvenience or delay in the exercise of a right .",disclosure purported respondent requiring loan affidavit primary one order substantial proceeds established filing proceeding copyright practice mareva application absence asset cross-examination ancillary appeal sworn offshore disclosing multiple infringement company material refused part purpose realty judge payment made sale establishing leave prior repayment error authorisation original procedure making,0.0333333333333,False
